Nombre de la Unidad Económica,Razón social,Descripcion estrato personal ocupado,Tipo de vialidad,Nombre de la vialidad,Número exterior o kilómetro,Tipo de asentamiento humano,Nombre de asentamiento humano,Código Postal,Clave entidad,Entidad federativa,Clave municipio,Municipio,Clave localidad,Localidad,Área geoestadística básica ,Latitud,Longitud,Fecha de incorporación al DENUE
MI CINE DOLORES HIDALGO,CINEPOLIS DE MEXICO SA DE CV,31 a 50 personas,AVENIDA,MARIANO BALLEZA,65,COLONIA,CENTRO,37800,11,GUANAJUATO,14,Dolores Hidalgo Cuna de la Independencia Nacional,1,Dolores Hidalgo Cuna de la Independencia Nacional,80,21.16030124,-100.9312159,2017-03
X. LEÓN,CINEPOLIS DE MEXICO SA DE CV,31 a 50 personas,BOULEVARD,ADOLFO LOPEZ MATEOS OTE,1309,COLONIA,LOS GAVILANES,37320,11,GUANAJUATO,20,León,1,León de los Aldama,641,21.11929144,-101.6645907,2010-07
C. GALERÍAS CHILPANCINGO,CINEPOLIS DE MEXICO SA DE CV,51 a 100 personas,BOULEVARD,RENE JUÁREZ CISNEROS,130,COLONIA,TEPANGO,39095,12,GUERRERO,29,Chilpancingo de los Bravo,1,Chilpancingo de los Bravo,2741,17.51537251,-99.48286772,2011-03
C. GALERÍAS DIANA,CINEPOLIS DE MEXICO SA DE CV,51 a 100 personas,AVENIDA,COSTERA MIGUEL ALEMÁN,1926,COLONIA,MAGALLANES,39670,12,GUERRERO,1,Acapulco de Juárez,1,Acapulco de Juárez,1297,16.86015426,-99.8737226,2010-07
C. GALERÍAS TAMARINDOS,CINEPOLIS DE MEXICO SA DE CV,51 a 100 personas,PERIFERICO,PERIFÉRICO ORIENTE,0,COLONIA,RÍO BALSAS,40050,12,GUERRERO,35,Iguala de la Independencia,1,Iguala de la Independencia,530,18.3421384,-99.52281531,2010-07
C. GRAN PLAZA ACAPULCO,CINEPOLIS DE MEXICO SA DE CV,51 a 100 personas,AVENIDA,COSTERA MIGUEL ALEMÁN,1632,COLONIA,MAGALLANES,39670,12,GUERRERO,1,Acapulco de Juárez,1,Acapulco de Juárez,1278,16.86088484,-99.8821773,2010-07
C. LA ISLA ACAPULCO,CINEPOLIS DE MEXICO SA DE CV,31 a 50 personas,BOULEVARD,DE LAS NACIONES,1813,COLONIA,PLAYA DIAMANTE,39897,12,GUERRERO,1,Acapulco de Juárez,1,Acapulco de Juárez,1367,16.77238266,-99.77678157,2010-07
C. PARQUE TAXCO,CINEPOLIS DE MEXICO SA DE CV,11 a 30 personas,CALLE,LIBRAMIENTO TAXCO,27,COLONIA,PEDRO MARTÍN,40290,12,GUERRERO,55,Taxco de Alarcón,1,Taxco de Alarcón,213,18.5471392,-99.60777899,2014-12
C. PIE DE LA CUESTA,CINEPOLIS DE MEXICO SA DE CV,51 a 100 personas,CALZADA,PIE DE LA CUESTA,239,COLONIA,HOGAR MODERNO,39580,12,GUERRERO,1,Acapulco de Juárez,1,Acapulco de Juárez,2740,16.858048,-99.91521123,2010-07
C. RENACIMIENTO ACAPULCO,CINEPOLIS DE MEXICO SA DE CV,51 a 100 personas,CALLE,CATORCE,0,COLONIA,EMILIANO ZAPATA,39700,12,GUERRERO,1,Acapulco de Juárez,1,Acapulco de Juárez,130A,16.89901817,-99.83054586,2010-07
C. SENDERO ACAPULCO,CINEPOLIS DE MEXICO SA DE CV,31 a 50 personas,CARRETERA,Cayaco-Puerto Marqués,244,COLONIA,CAYACO,39905,12,GUERRERO,1,Acapulco de Juárez,1,Acapulco de Juárez,6387,16.8329676,-99.8129542,2011-03
C. VIP GALERIAS DIANA ACAPULCO,CINEPOLIS DE MEXICO SA DE CV,31 a 50 personas,AVENIDA,Miguel Alemán,121,FRACCIONAMIENTO,MAGALLANES,39670,12,GUERRERO,1,Acapulco de Juárez,1,Acapulco de Juárez,1297,16.86015657,-99.87372662,2020-04
CINE HIDALGO,HIDALGO Y CASTELLANOS SA DE CV,0 a 5 personas,CALLE,2 PONIENTE,6,BARRIO,LAS ANIMAS,41200,12,GUERRERO,33,Huamuxtitlán,1,Huamuxtitlán,273,17.80156865,-98.56629006,2019-11
CINE MÁS ATOYAC DE ÁLVAREZ,EXHIBICION ALTERNATIVA SA DE CV,6 a 10 personas,ANDADOR,RAUL BRITO VANZZINI,125,COLONIA,SANTA DOROTEA,40930,12,GUERRERO,11,Atoyac de Álvarez,1,Atoyac de Álvarez,346,17.20382049,-100.4385844,2016-10
CINEMA DORADO DOS MIL,,0 a 5 personas,CALLE,PLAN DE AYALA,,COLONIA,PROGRESO,39350,12,GUERRERO,1,Acapulco de Juárez,1,Acapulco de Juárez,2774,16.85990391,-99.89429031,2010-07
CINEMA FLAMINGOS,,6 a 10 personas,ANDADOR,PETATLAN,0,COLONIA,IXTAPA,40884,12,GUERRERO,38,Zihuatanejo de Azueta,124,Ixtapa Zihuatanejo,1206,17.66090929,-101.6001731,2010-07
CINEMA IMPERIAL,,0 a 5 personas,AVENIDA,CUAUHTEMOC,,COLONIA,PROGRESO,39350,12,GUERRERO,1,Acapulco de Juárez,1,Acapulco de Juárez,2774,16.85849964,-99.89752463,2014-12
CINEMA PARAISO,,0 a 5 personas,ANDADOR,CUAUHTEMOC,16,COLONIA,CENTRO,40880,12,GUERRERO,38,Zihuatanejo de Azueta,1,Zihuatanejo,570,17.63941716,-101.5582964,2010-07
CINEMA ZIRANDARO,,0 a 5 personas,CALLE,JOSE R. BERMUDEZ,,COLONIA,EL CENTRO,40763,12,GUERRERO,73,Zirándaro,1,Zirándaro de los Chávez,279,18.47834409,-100.9753346,2010-07
CINEMEX LAS PALMAS ACAPULCO,OPERADORA DE CINEMAS SA DE CV,11 a 30 personas,BOULEVARD,DE LAS NACIONES,802,COLONIA,GRANGAS DEL MARQUES,39890,12,GUERRERO,1,Acapulco de Juárez,1,Acapulco de Juárez,4944,16.79569791,-99.81051314,2011-03
CINEMEX OCEANIC ACAPULCO,OPERADORA DE CINEMAS SA DE CV,11 a 30 personas,AVENIDA,COSTERA MIGUEL ALEMÁN,3111,HACIENDA,COSTA AZUL,39850,12,GUERRERO,1,Acapulco de Juárez,1,Acapulco de Juárez,443,16.84745997,-99.85022272,2010-07
CINEMEX PASEO ZIHUATANEJO,OPERADORA DE CINEMAS SA DE CV,11 a 30 personas,CALLE,JOSÉ MARÍA MORELOS Y PAVÓN,0,OTRO (ESPECIFIQUE),VII COLONIA MUNICIPIO DE ZIHUATANEJO DE AZUETA,40890,12,GUERRERO,38,Zihuatanejo de Azueta,1,Zihuatanejo,059A,17.64857916,-101.5494094,2019-11
HELADOS SPIRAL,CINEPOLIS DE MEXICO SA DE CV,31 a 50 personas,BOULEVARD,LIBRAMIENTO,,BARRIO,PANTEON,40290,12,GUERRERO,55,Taxco de Alarcón,1,Taxco de Alarcón,213,18.54714234,-99.60774373,2020-11
C. GALERÍAS PACHUCA,CINEPOLIS DE MEXICO SA DE CV,101 a 250 personas,AVENIDA,Camino Real de la Plata,100,COLONIA,ZONA PLATEADA,42080,13,HIDALGO,48,Pachuca de Soto,1,Pachuca de Soto,1550,20.09772368,-98.77073517,2010-07
C. PLAZA BELLA PACHUCA,CINEPOLIS DE MEXICO SA DE CV,51 a 100 personas,AVENIDA,REVOLUCION,1307,COLONIA,PERIODISTAS,42060,13,HIDALGO,48,Pachuca de Soto,1,Pachuca de Soto,2417,20.115514,-98.74587026,2010-07
C. TEPEJI DEL RÍO,CINEPOLIS DE MEXICO SA DE CV,31 a 50 personas,CARRETERA,ADOLFO LÓPEZ MATEOS,0,COLONIA,COL SAN MATEO PRIMERA SECCION,42850,13,HIDALGO,63,Tepeji del Río de Ocampo,1,Tepeji del Río de Ocampo,309,19.90130018,-99.33754069,2010-07
C. VIP GALERIAS PACHUCA,CINEPOLIS DE MEXICO SA DE CV,51 a 100 personas,CALLE,Camino Real de la Plata,100,COLONIA,LA ESTANCIA RESIDENCIAL,42083,13,HIDALGO,48,Pachuca de Soto,1,Pachuca de Soto,1550,20.09713828,-98.76981772,2020-04
CINE AUDITORIO,,0 a 5 personas,CALLE,NINGUNO,,COLONIA,LEGASPI,43990,13,HIDALGO,61,Tepeapulco,2,Fray Bernardino de Sahagún (Ciudad Sahagún),501,19.77291674,-98.58088719,2010-07
CINE BOX,CINEMAS DE TAMPICO SA DE CV,11 a 30 personas,BOULEVARD,TULA ITURBIDE,118,COLONIA,EL SALITRE,,13,HIDALGO,76,Tula de Allende,1,Tula de Allende,042A,20.05848976,-99.33511232,2014-12
CINE HUEJUTLA,,0 a 5 personas,CALLE,CUAUHTEMOC,,COLONIA,CENTRO,43000,13,HIDALGO,28,Huejutla de Reyes,1,Huejutla de Reyes,206,21.13854003,-98.42081939,2010-07
CINE MAGIC,COMPONENTES DIGITALES PARA CINES SA DE CV,11 a 30 personas,AVENIDA,INSURGENTES,150,COLONIA,EL FITZHI,42300,13,HIDALGO,30,Ixmiquilpan,16,Dios Padre,005A,20.47153804,-99.20736008,2019-11
CINE MEDIA NARANJA,,0 a 5 personas,CALLE,NICOLAS ROMERO,,COLONIA,BENITO JUAREZ,43990,13,HIDALGO,61,Tepeapulco,2,Fray Bernardino de Sahagún (Ciudad Sahagún),501,19.77039168,-98.5818815,2019-11
CINEMANIAS,,6 a 10 personas,CALLE,CUAUHTEMOC,,COLONIA,CENTRO SUR,42500,13,HIDALGO,3,Actopan,1,Actopan,279,20.26720583,-98.94052459,2010-07
CINEMAS PREMIER,,0 a 5 personas,CALLE,ALDAMA PONIENTE,5,COLONIA,CENTRO,43900,13,HIDALGO,8,Apan,1,Apan,152,19.70772723,-98.45154682,2019-11
CINEMEX GP PACHUCA,OPERADORA DE CINEMAS SA DE CV,11 a 30 personas,BOULEVARD,NINGUNO,2009,COLONIA,COLINAS DE LA PLATA,42093,13,HIDALGO,51,Mineral de la Reforma,63,Colinas de Plata,1255,20.08205646,-98.72791513,2016-10
CINEMEX PACHUCA,OPERADORA DE CINEMAS SA DE CV,11 a 30 personas,BOULEVARD,LUIS DONALDO COLOSIO,1501,COLONIA,VENTA PRIETA,42080,13,HIDALGO,48,Pachuca de Soto,1,Pachuca de Soto,529,20.09797268,-98.76093239,2010-07
CINEMEX PLAZA Q PACHUCA,OPERADORA DE CINEMAS SA DE CV,11 a 30 personas,BOULEVARD,LUIS DONALDO COLOSIO,0,COLONIA,COLINAS DE PLATA,42186,13,HIDALGO,48,Pachuca de Soto,1,Pachuca de Soto,529,20.09862123,-98.76161567,2016-10
CINEMEX TULANCINGO,OPERADORA DE CINEMAS SA DE CV,11 a 30 personas,CALLE,NINGUNO,1101,HACIENDA,SANTA ANA,43649,13,HIDALGO,77,Tulancingo de Bravo,1,Tulancingo,501,20.07674062,-98.38430642,2010-07
CINEPOLIS,CINEPOLIS DE MEXICO SA DE CV,51 a 100 personas,BOULEVARD,NUEVO HIDALGO,2701,FRACCIONAMIENTO,VILLAS DE PACHUCA,42083,13,HIDALGO,48,Pachuca de Soto,1,Pachuca de Soto,1423,20.05660917,-98.78408411,2020-11
CINETECA TULANCINGO,PRESIDENCIA MUNICIPAL DE TULANCINGO DE BRAVO ,0 a 5 personas,CALLE,RODOLFO GUZMAN HUERTA SANTO EL ENMASCARADO DE PLATA,0,CIUDAD,TTULANCINGO,43600,13,HIDALGO,77,Tulancingo de Bravo,1,Tulancingo,499,20.08676986,-98.37491364,2014-12
DV CINEMAS,DV CINEMAS SA DE CV,11 a 30 personas,CALLE,HEROICO COLEGIO MILITAR,201,COLONIA,CENTRO,43600,13,HIDALGO,77,Tulancingo de Bravo,1,Tulancingo,111,20.08006074,-98.3683383,2016-10
C. ALAMEDA GUADALAJARA,CINEPOLIS DE MEXICO SA DE CV,31 a 50 personas,CALZADA,INDEPENDENCIA SUR,28,COLONIA,CENTRO,44100,14,JALISCO,39,Guadalajara,1,Guadalajara,1378,20.67450763,-103.3419044,2010-07
C. ARBOLEDAS,CINEPOLIS DE MEXICO SA DE CV,51 a 100 personas,AVENIDA,ARBOLEDA,2500,COLONIA,RINCONADA DE LA ARBOLEDA,44920,14,JALISCO,39,Guadalajara,1,Guadalajara,3961,20.64758179,-103.3868136,2010-07
C. CENTRO MAGNO,CINEPOLIS DE MEXICO SA DE CV,51 a 100 personas,AVENIDA,IGNACIO L. VALLARTA,2425,COLONIA,ARCOS SUR,44150,14,JALISCO,39,Guadalajara,1,Guadalajara,1293,20.67424243,-103.3806079,2010-07
C. CENTRO SUR GUADALAJARA,CINEPOLIS DE MEXICO SA DE CV,51 a 100 personas,AVENIDA,PERIFERICO SUR,7835,COLONIA,NUEVA SANTA MARIA,45605,14,JALISCO,98,San Pedro Tlaquepaque,1,Tlaquepaque,1928,20.60413467,-103.401991,2017-03
C. FÓRUM TLAQUEPAQUE,CINEPOLIS DE MEXICO SA DE CV,101 a 250 personas,BOULEVARD,GRAL MARCELINO GARCIA BARRAGAN,2077,COLONIA,PRADOS DEL NILO,44840,14,JALISCO,39,Guadalajara,1,Guadalajara,2662,20.64807708,-103.3218814,2012-06
C. GALERIAS GUADALAJARA,CINEPOLIS DE MEXICO SA DE CV,251 y más personas,AVENIDA,Rafael Sanzio,150,COLONIA,LA ESTANCIA RESIDENCIAL,45030,14,JALISCO,120,Zapopan,1,Zapopan,1225,20.67712224,-103.429565,2020-04
C. GALERÍAS GUADALAJARA VIP,CINEPOLIS DE MEXICO SA DE CV,31 a 50 personas,AVENIDA,RAFAEL SANZIO,150,COLONIA,LA ESTANCIA RESIDENCIAL,45030,14,JALISCO,120,Zapopan,1,Zapopan,1225,20.67856798,-103.4315943,2017-03
C. GRAN TERRAZA BELENES,CINEPOLIS DE MEXICO SA DE CV,51 a 100 personas,AVENIDA,LAURELES,1300,COLONIA,PARQUE INDUSTRIAL BELENES NORTE,45145,14,JALISCO,120,Zapopan,1,Zapopan,2666,20.73530606,-103.3990111,2011-03
C. GRAN TERRAZA OBLATOS,CINEPOLIS DE MEXICO SA DE CV,51 a 100 personas,AVENIDA,CIRCUNVALACIÓN,2700,COLONIA,CIRCUNVALACION OBLATOS,44716,14,JALISCO,39,Guadalajara,1,Guadalajara,863,20.68685841,-103.2946186,2017-03
C. LA GRAN PLAZA GUADALAJARA,CINEPOLIS DE MEXICO SA DE CV,51 a 100 personas,AVENIDA,VALLARTA,3959,COLONIA,DON BOSCO,44140,14,JALISCO,120,Zapopan,1,Zapopan,1189,20.67509359,-103.4044855,2010-07
C. MC GALERÍAS METROPOLITANA AUTLÁN,CINEPOLIS DE MEXICO SA DE CV,31 a 50 personas,PROLONGACION,MATAMOROS,755,COLONIA,CENTRO,48900,14,JALISCO,15,Autlán de Navarro,1,Autlán de Navarro,147,19.76716657,-104.3519956,2017-11
C. MC MULTICENTER EL SALTO,CINEPOLIS DE MEXICO SA DE CV,31 a 50 personas,CARRETERA,GUADALAJARA - EL VERDE,2100,COLONIA,EL VERDE,45694,14,JALISCO,70,El Salto,21,San José el Verde (El Verde),101A,20.56211629,-103.2849079,2014-12
C. MC PLAZA CHEDRAUI TLAJOMULCO,CINEPOLIS DE MEXICO SA DE CV,31 a 50 personas,CALLE,CAMINO UNION DEL CUATO,101,COLONIA,UNION DEL CUATRO,45640,14,JALISCO,97,Tlajomulco de Zúñiga,833,Villas de la Hacienda [Fraccionamiento],2948,20.52624093,-103.3859361,2014-12
C. MOTOROLA GUADALAJARA,CINEPOLIS DE MEXICO SA DE CV,51 a 100 personas,AVENIDA,LABNÁ,1437,COLONIA,CIUDAD DEL SOL,45050,14,JALISCO,120,Zapopan,1,Zapopan,1297,20.64994445,-103.4182387,2010-07
C. PABELLÓN (GUADALAJARA),CINEPOLIS DE MEXICO SA DE CV,51 a 100 personas,AVENIDA,ACUEDUCTO,2380,COLONIA,VISTA DEL BOSQUE,44666,14,JALISCO,39,Guadalajara,1,Guadalajara,3143,20.7090814,-103.4062207,2010-07
C. PUERTO VALLARTA,CINEPOLIS DE MEXICO SA DE CV,51 a 100 personas,AVENIDA,FRANCISCO VILLA,1642,EXHACIENDA,EX HACIENDA EL PITILLAL,48318,14,JALISCO,67,Puerto Vallarta,1,Puerto Vallarta,075A,20.64830613,-105.2197277,2010-07
C. PUNTO LA GLORIA (TEPATITLAN),CINEPOLIS DE MEXICO SA DE CV,31 a 50 personas,CIRCUITO,INTERIOR S.S. JUAN PABLO II,325,COLONIA,LA GLORIA,47680,14,JALISCO,93,Tepatitlán de Morelos,1,Tepatitlán de Morelos,711,20.81036551,-102.7781291,2017-03
C. PUNTO ORIENTE,CINEPOLIS DE MEXICO SA DE CV,31 a 50 personas,CALLE,JOSE MARIA IGLESIAS,3150,COLONIA,LOMAS DE SAN EUGENIO,44720,14,JALISCO,39,Guadalajara,1,Guadalajara,3800,20.67968507,-103.2906655,2017-03
C. REAL CENTER,CINEPOLIS DE MEXICO SA DE CV,31 a 50 personas,AVENIDA,SANTA MARGARITA,3600,COLONIA,RESIDENCIAL PONIENTE,45136,14,JALISCO,120,Zapopan,1,Zapopan,212,20.73001666,-103.4300272,2016-01
C. RÍO NILO,CINEPOLIS DE MEXICO SA DE CV,51 a 100 personas,AVENIDA,RÍO NILO,7377,COLONIA,LOMAS DE LA SOLEDAD,45403,14,JALISCO,101,Tonalá,1,Tonalá,2001,20.63995068,-103.2759472,2014-12
C. TOLSÁ,CINEPOLIS DE MEXICO SA DE CV,11 a 30 personas,CALLE,ENRIQUE DÍAZ DE LEÓN SUR,430,COLONIA,MODERNA,44190,14,JALISCO,39,Guadalajara,1,Guadalajara,1838,20.67075223,-103.3594273,2010-07
C. URBAN CENTER LA RIOJA,CINEPOLIS DE MEXICO SA DE CV,31 a 50 personas,AVENIDA,LÓPEZ MATEOS SUR,7000,COLONIA,LOS GAVILANES,45645,14,JALISCO,97,Tlajomulco de Zúñiga,20,Los Gavilanes,1013,20.57011244,-103.4565695,2018-03
C. VIP ANDARES GDL,CINEPOLIS DE MEXICO SA DE CV,51 a 100 personas,AVENIDA,PATRIA,285,COLONIA,PUERTA DE HIERRO,45116,14,JALISCO,120,Zapopan,1,Zapopan,3293,20.70823971,-103.4107939,2010-07
C. VIP LA ISLA PUERTO VALLARTA,CINEPOLIS DE MEXICO SA DE CV,31 a 50 personas,BOULEVARD,FRANCISCO MEDINA ASCENCIO,479,COLONIA,ZONA HOTELERA LAS GLORIAS,48333,14,JALISCO,67,Puerto Vallarta,1,Puerto Vallarta,1669,20.64538509,-105.2375276,2019-04
CINE CINEPOLIS,TENEDORA DE CINES SA DE CV,0 a 5 personas,AVENIDA,INDUSTRIAL EL SALTO,2100,COLONIA,EL VERDE,45685,14,JALISCO,70,El Salto,21,San José el Verde (El Verde),101A,20.56212979,-103.2851094,2014-12
CINE CORONA,,0 a 5 personas,CALLE,ZARAGOZA,,COLONIA,GUADALAJARA CENTRO,44100,14,JALISCO,39,Guadalajara,1,Guadalajara,1359,20.67831887,-103.3497141,2010-07
CINE DEL CENTRO,,0 a 5 personas,CALLE,MORELOS,435,COLONIA,CENTRO,44100,14,JALISCO,39,Guadalajara,1,Guadalajara,1359,20.67646378,-103.3487144,2019-11
CINE MAGIC,COMPONENTES DIGITALES PARA CINES SA DE CV,11 a 30 personas,AVENIDA,GENERAL SANTOS DEGOLLADO,750,COLONIA,SAN CAYETANO,47750,14,JALISCO,13,Atotonilco el Alto,1,Atotonilco el Alto,265,20.54432915,-102.5272903,2019-11
CINE PARA ADULTOS SIN NOMBRE,,0 a 5 personas,CALLE,DOCTOR R. MICHEL,381,COLONIA,SAN CARLOS,44460,14,JALISCO,39,Guadalajara,1,Guadalajara,3976,20.66092503,-103.3455471,2010-07
CINE PARAISO,,0 a 5 personas,CALLE,LIBERTAD,1047,COLONIA,GUADALAJARA CENTRO,44100,14,JALISCO,39,Guadalajara,1,Guadalajara,1626,20.67128173,-103.3506746,2019-11
CINE TEATRO EL SALTO,,0 a 5 personas,CALLE,5 DE MAYO,,CIUDAD,CENTR0,45680,14,JALISCO,70,El Salto,1,El Salto,30,20.51994056,-103.1803407,2014-12
CINEMA PLATINUM,CINEMATOGRAFICA DE OCCIDENTE SA DE CV,0 a 5 personas,AVENIDA,5 DE FEBRERO,443,COLONIA,SAN CARLOS,44460,14,JALISCO,39,Guadalajara,1,Guadalajara,3976,20.65997732,-103.339597,2010-07
CINEMA PLAZA,,0 a 5 personas,CALLE,VICENTE GUERRERO,238,COLONIA,SAN JUAN DE DIOS,44360,14,JALISCO,39,Guadalajara,1,Guadalajara,1378,20.67562009,-103.3370764,2010-07
CINEMA TORO,,0 a 5 personas,CALLE,ANALCO,789,COLONIA,LAS CONCHAS,44460,14,JALISCO,39,Guadalajara,1,Guadalajara,3976,20.66117469,-103.3427005,2014-12
CINEMAGIC,COMPONENTES DIGITALES PARA CINES SA DE CV,11 a 30 personas,CARRETERA,ORIENTE,54,COLONIA,BUGAMBILIAS,47698,14,JALISCO,30,Chapala,2,Ajijic,209,20.29996569,-103.2553077,2010-07
CINEMAGIC ATOTONILCO,COMPONENTES DIGITALES SA DE CV,11 a 30 personas,AVENIDA,INDEPENDENCIA,750,ZONA COMERCIAL,FRACC EL MIRADOR,47750,14,JALISCO,13,Atotonilco el Alto,1,Atotonilco el Alto,265,20.54394903,-102.5263493,2019-11
CINEMAS HENRY,CINEMAS DE SAN JUAN SA DE CV,0 a 5 personas,CALLE,FÉLIX RAMÍREZ RENTARÍA,150,COLONIA,CENTRO,,14,JALISCO,53,Lagos de Moreno,1,Lagos de Moreno,1108,21.36048137,-101.9212469,2010-07
CINEMAS LUMIERE ZAPOPAN,OPERADORA DE CINEMAS SA DE CV,11 a 30 personas,AVENIDA,ACUEDUCTO,6050,COLONIA,LOMAS DEL BOSQUE,45110,14,JALISCO,120,Zapopan,1,Zapopan,2702,20.72227912,-103.416621,2010-07
CINEMAS ZAPOPAN,GRUPO CINEMAS DEL PACIFICO SA DE CV,31 a 50 personas,AVENIDA,VALLARTA EJE PONIENTE,5145,COLONIA,JARDINES DE SAN IGNACIO,45040,14,JALISCO,120,Zapopan,1,Zapopan,2948,20.67675989,-103.4139877,2019-11
CINEMEX,CINEMEX SA DE CV,31 a 50 personas,AVENIDA,VALLARTA,3300,COLONIA,VALLARTANORTE,44690,14,JALISCO,39,Guadalajara,1,Guadalajara,1289,20.67458371,-103.3921455,2020-11
CINEMEX CD GUZMAN,OPERADORA DE CINEMAS SA DE CV,11 a 30 personas,CALZADA,MADERO Y CARRANZA,570,CIUDAD,GUZMAN,49070,14,JALISCO,23,Zapotlán el Grande,1,Ciudad Guzmán,83,19.70271458,-103.4831783,2012-06
CINEMEX CORDILLERAS,OPERADORA DE CINEMAS SA DE CV,11 a 30 personas,AVENIDA,DE LA PATRIA,888,COLONIA,PRADOS TEPEYAC,45050,14,JALISCO,120,Zapopan,1,Zapopan,1278,20.65877368,-103.423412,2014-12
CINEMEX CORDILLERAS,OPERADORA DE CINEMAS SA DE CV,11 a 30 personas,AVENIDA,DE LA PATRIA,0,COLONIA,PRADOS DEL TEPEYAC,45030,14,JALISCO,120,Zapopan,1,Zapopan,1278,20.65748538,-103.4230033,2017-03
CINEMEX GUADALAJARA,OPERADORA DE CINEMAS SA DE CV,11 a 30 personas,AVENIDA,RIO NILO,7540,COLONIA,VILLAS DE ORIENTE,44580,14,JALISCO,101,Tonalá,1,Tonalá,2020,20.64151175,-103.2776962,2010-07
CINEMEX LA GOURMETERIA,OPERADORA DE CINEMAS SA DE CV,11 a 30 personas,AVENIDA,LÓPEZ MATEOS SUR,1710,COLONIA,EL PALOMAR,45645,14,JALISCO,97,Tlajomulco de Zúñiga,180,Palomar,1244,20.58565546,-103.4462517,2019-11
CINEMEX LAS PLAZAS,OPERADORA DE CINEMAS SA DE CV,11 a 30 personas,AUTOPISTA,LÓPEZ MATEOS SUR,0,COLONIA,SANTA CRUZ DE LAS FLORES,45640,14,JALISCO,97,Tlajomulco de Zúñiga,25,San Agustín,763,20.52052832,-103.4827371,2019-11
CINEMEX LAS PLAZAS,OPERADORA DE CINEMAS SA DE CV,11 a 30 personas,AVENIDA,LÓPEZ MATEOS SUR,0,COLONIA,HACIENDAS DEL ORO,45645,14,JALISCO,97,Tlajomulco de Zúñiga,25,San Agustín,763,20.52436378,-103.4804641,2010-07
CINEMEX MACROPLAZA VALLARTA,OPERADORA DE CINEMAS SA DE CV,11 a 30 personas,CALLE,FRANCISCO VILLA,1526,BARRIO,LOS SAUCES,48328,14,JALISCO,67,Puerto Vallarta,1,Puerto Vallarta,075A,20.64457564,-105.2156219,2019-11
CINEMEX OCOTLAN,OPERADORA DE CINEMAS SA DE CV,11 a 30 personas,AVENIDA,AGAPITO ROMERO,950,COLONIA,SAN FELIPE,47810,14,JALISCO,63,Ocotlán,1,Ocotlán,163,20.36637979,-102.7706859,2020-11
CINEMEX PASEO ALCALDE,OPERADORA DE CINEMAS SA DE CV,11 a 30 personas,AVENIDA,ALCALDE,140,COLONIA,EL BATAN,45190,14,JALISCO,120,Zapopan,1,Zapopan,3058,20.7195671,-103.3452407,2019-11
CINEMEX PLAZA CARACOL,OPERADORA DE CINEMAS SA DE CV,11 a 30 personas,AVENIDA,DE LOS TULES,178,COLONIA,ZONA HOTELERA LAS GLORIAS,48310,14,JALISCO,67,Puerto Vallarta,1,Puerto Vallarta,2582,20.64171985,-105.23168,2010-07
CINEMEX PLAZA MILENIUM,OPERADORA DE CINEMAS SA DE CV,11 a 30 personas,AVENIDA,LÓPEZ MATEOS SUR,3333,COLONIA,RESIDENCIAL VICTORIA,45060,14,JALISCO,120,Zapopan,1,Zapopan,066A,20.64699999,-103.4047157,2010-07
CINEMEX PUERTO VALLARTA,OPERADORA DE CINEMAS SA DE CV,11 a 30 personas,AVENIDA,FRANCISCO MEDINA ASCENCION,234,COLONIA,EDUCACION,48333,14,JALISCO,67,Puerto Vallarta,1,Puerto Vallarta,1743,20.65821215,-105.240343,2012-06
CINEMEX SAN GASPAR,OPERADORA DE CINEMAS SA DE CV,11 a 30 personas,CALLE,FLOR DE DURAZNO,350,COLONIA,LOS CAMICHINES,45512,14,JALISCO,101,Tonalá,1,Tonalá,490,20.67559057,-103.2572078,2017-03
CINEMEX SANIA,OPERADORA DE CINEMAS SA DE CV,11 a 30 personas,PRIVADA,VALLARTA,3300,COLONIA,MUNICIPIO GUADALAJARA,44110,14,JALISCO,39,Guadalajara,1,Guadalajara,1289,20.67458693,-103.393205,2019-11
CINEMEX SAO PAULO,OPERADORA DE CINEMAS SA DE CV,11 a 30 personas,CALLE,AMERICAS,1545,COLONIA,PROVIDENCIA,44630,14,JALISCO,39,Guadalajara,1,Guadalajara,308,20.70233246,-103.3769965,2012-06
CINEMEX TLAQUEPAQUE,OPERADORA DE CINEMAS SA DE CV,11 a 30 personas,CALLE,NIÑOS HÉROES,720,COLONIA,HIDALGO,45540,14,JALISCO,98,San Pedro Tlaquepaque,1,Tlaquepaque,1519,20.63314706,-103.2934064,2017-11
CINEPOLIS MC PLAZA MÉXICO GDL,CINEPOLIS DE MEXICO SA DE CV,11 a 30 personas,AVENIDA,México,3300,COLONIA,MONRAZ,44670,14,JALISCO,39,Guadalajara,1,Guadalajara,1043,20.67856215,-103.3993901,2020-04
CINEPOLIS VIP MODTOWN JALISCO,CINEPOLIS DE MEXICO SA DE CV,51 a 100 personas,CALLE,COLOMOS,2339,COLONIA,ITLALIA PROVIDENCIA,44648,14,JALISCO,39,Guadalajara,1,Guadalajara,613,20.69570465,-103.3758128,2019-11
CINERAMA AUTLAN,,6 a 10 personas,CALLE,ALVARO OBREGON,75,COLONIA,CENTRO,48900,14,JALISCO,15,Autlán de Navarro,1,Autlán de Navarro,77,19.77090684,-104.3654189,2010-07
